customer_reference_id,item_purchased,purchase_amount,date_purchase,review_rating,payment_method,item_purchased_encoded,payment_method_encoded,purchase_month,purchase_weekday,purchase_day,avg_spend_per_customer
3996,Sun Hat,110.0,2023-06-20,3.7,Credit Card,37,1,6,1,20,101.5
4017,Jacket,31.0,2023-05-15,4.5,Cash,16,0,5,0,15,238.5
3986,Trousers,106.0,2022-10-12,1.6,Credit Card,45,1,10,2,12,328.22
3967,Handbag,94.0,2022-11-15,1.8,Cash,13,0,11,1,15,108.39
4038,Hoodie,181.0,2023-06-12,1.1,Credit Card,15,1,6,0,12,90.5
4104,Swimsuit,199.0,2023-08-15,4.4,Cash,40,0,8,1,15,123.0
3989,Trousers,144.0,2023-08-13,3.2,Credit Card,45,1,8,6,13,100.5
4023,Sneakers,140.0,2023-01-06,1.9,Cash,35,0,1,4,6,114.76
4051,Pants,102.0,2022-12-29,2.2,Cash,25,0,12,3,29,101.75
4004,Gloves,64.0,2023-03-04,2.1,Credit Card,12,1,3,5,4,104.0
4009,Sneakers,134.0,2023-09-24,1.9,Credit Card,35,1,9,6,24,75.8
3965,Skirt,49.0,2022-10-23,2.8,Cash,33,0,10,6,23,103.73
4045,Gloves,35.0,2023-02-25,4.0,Cash,12,0,2,5,25,107.46
3994,Pajamas,148.0,2023-07-15,2.5,Credit Card,24,1,7,5,15,112.16
4052,Skirt,144.0,2023-01-22,2.6,Credit Card,33,1,1,6,22,112.89
4095,Hat,168.0,2023-03-08,1.4,Credit Card,14,1,3,2,8,94.06
4093,Camisole,51.0,2023-02-15,1.5,Cash,6,0,2,2,15,100.29
3988,Slippers,169.0,2023-06-13,3.4,Credit Card,34,1,6,1,13,115.53
3963,Kimono,52.0,2022-12-27,2.3,Cash,19,0,12,1,27,108.08
4060,Skirt,21.0,2023-01-22,4.9,Credit Card,33,1,1,6,22,296.06
4084,Flannel Shirt,183.0,2023-02-16,2.4,Credit Card,10,1,2,3,16,105.1
3994,Raincoat,123.0,2023-03-27,1.4,Cash,28,0,3,0,27,112.16
4074,Tank Top,124.0,2023-05-09,1.0,Cash,42,0,5,1,9,99.89
4038,Sunglasses,71.0,2023-03-22,2.6,Credit Card,38,1,3,2,22,90.5
3996,Cardigan,130.0,2023-01-10,2.4,Cash,7,0,1,1,10,101.5
3958,Sun Hat,59.0,2023-06-15,4.3,Credit Card,37,1,6,3,15,75.62
4096,Sneakers,156.0,2023-04-19,4.4,Cash,35,0,4,2,19,103.38
4086,Loafers,128.0,2023-07-22,5.0,Credit Card,21,1,7,5,22,102.83
4122,Sweater,117.0,2023-05-19,2.6,Credit Card,39,1,5,4,19,105.42
4032,Coat,61.0,2023-07-20,4.8,Cash,8,0,7,3,20,93.29
4078,Leggings,45.0,2022-10-07,3.6,Credit Card,20,1,10,4,7,115.24
4031,Tunic,23.0,2022-12-25,1.6,Credit Card,46,1,12,6,25,132.19
4103,Pajamas,105.0,2023-04-03,3.3,Credit Card,24,1,4,0,3,100.53
3994,Hat,36.0,2023-03-01,1.6,Credit Card,14,1,3,2,1,112.16
4101,Raincoat,142.0,2023-07-03,4.0,Credit Card,28,1,7,0,3,122.29
4079,Sun Hat,141.0,2022-12-11,1.6,Credit Card,37,1,12,6,11,124.4
3992,Vest,66.0,2023-07-15,4.0,Cash,48,0,7,5,15,107.63
4098,Onesie,99.0,2023-07-19,1.7,Cash,22,0,7,2,19,87.07
3986,Slippers,116.0,2022-10-23,1.4,Cash,34,0,10,6,23,328.22
3963,Sandals,70.0,2023-09-19,3.5,Cash,30,0,9,1,19,108.08
4059,T-shirt,30.0,2023-05-29,2.1,Cash,41,0,5,0,29,97.87
4115,Umbrella,17.0,2022-12-29,4.1,Cash,47,0,12,3,29,242.44
4013,Trench Coat,35.0,2023-01-11,4.6,Cash,44,0,1,2,11,88.93
4048,Pants,47.0,2023-05-12,4.7,Cash,25,0,5,4,12,113.87
4040,Blouse,130.0,2023-02-15,3.4,Credit Card,3,1,2,2,15,383.47
3971,Pants,45.0,2022-11-03,1.6,Cash,25,0,11,3,3,101.82
4121,Sunglasses,11.0,2022-10-08,1.4,Cash,38,0,10,5,8,124.38
4006,Poncho,14.0,2022-10-03,1.4,Cash,27,0,10,0,3,99.22
4106,Sneakers,48.0,2023-08-02,4.9,Cash,35,0,8,2,2,111.06
4091,Sweater,196.0,2023-03-24,3.1,Cash,39,0,3,4,24,117.92
4013,Camisole,118.0,2023-01-26,3.4,Cash,6,0,1,3,26,88.93
4007,Swimsuit,87.0,2023-03-23,4.6,Cash,40,0,3,3,23,106.5
3978,Jumpsuit,173.0,2023-03-11,3.5,Cash,18,0,3,5,11,130.17
4094,Boots,127.0,2023-06-05,2.9,Credit Card,4,1,6,0,5,111.13
3979,Loafers,137.0,2022-12-30,1.9,Credit Card,21,1,12,4,30,111.67
4088,Tie,14.0,2022-11-17,4.8,Credit Card,43,1,11,3,17,108.27
4057,Romper,157.0,2023-04-20,1.3,Credit Card,29,1,4,3,20,96.13
4082,Hat,10.0,2023-01-30,4.5,Cash,14,0,1,0,30,124.9
4038,Bowtie,71.0,2023-03-15,1.9,Cash,5,0,3,2,15,90.5
4111,Raincoat,57.0,2023-07-31,3.6,Credit Card,28,1,7,0,31,106.41
4111,Overalls,31.0,2023-08-06,4.9,Credit Card,23,1,8,6,6,106.41
4087,Trench Coat,102.0,2022-10-10,3.1,Cash,44,0,10,0,10,114.33
4049,Sneakers,139.0,2023-07-26,1.5,Credit Card,35,1,7,2,26,93.67
4058,Belt,139.0,2023-01-22,3.6,Cash,1,0,1,6,22,94.6
3994,Flannel Shirt,109.0,2023-06-03,4.7,Credit Card,10,1,6,5,3,112.16
4051,Gloves,105.0,2022-11-10,2.5,Credit Card,12,1,11,3,10,101.75
4052,Handbag,27.0,2023-09-11,1.7,Cash,13,0,9,0,11,112.89
3960,Hoodie,197.0,2023-05-08,1.1,Cash,15,0,5,0,8,97.08
4029,Blazer,36.0,2022-10-27,1.6,Cash,2,0,10,3,27,84.4
4045,Tie,198.0,2023-03-07,3.3,Cash,43,0,3,1,7,107.46
4046,Jumpsuit,44.0,2023-06-09,2.4,Cash,18,0,6,4,9,116.0
4071,Hoodie,174.0,2023-08-23,2.8,Credit Card,15,1,8,2,23,128.36
3979,Hoodie,128.0,2022-11-19,1.5,Credit Card,15,1,11,5,19,111.67
4012,Jacket,132.0,2023-03-01,4.1,Cash,16,0,3,2,1,312.0
4070,Camisole,44.0,2023-01-23,2.3,Cash,6,0,1,0,23,262.78
4070,Hoodie,127.0,2023-06-17,2.9,Credit Card,15,1,6,5,17,262.78
3998,Sunglasses,61.0,2023-02-13,2.4,Credit Card,38,1,2,0,13,123.71
4065,Sweater,90.0,2023-02-20,1.3,Cash,39,0,2,0,20,113.95
4063,Hoodie,141.0,2023-01-18,3.6,Credit Card,15,1,1,2,18,98.41
3992,Poncho,149.0,2023-05-24,1.5,Cash,27,0,5,2,24,107.63
4107,Cardigan,19.0,2022-10-28,2.8,Credit Card,7,1,10,4,28,118.41
4110,Sun Hat,58.0,2023-04-22,3.2,Cash,37,0,4,5,22,219.05
3979,Kimono,22.0,2023-04-12,4.5,Credit Card,19,1,4,2,12,111.67
3993,T-shirt,94.0,2022-11-13,2.7,Cash,41,0,11,6,13,100.45
4010,Belt,104.0,2023-07-06,1.3,Credit Card,1,1,7,3,6,124.33
4034,Umbrella,112.0,2023-05-21,3.0,Credit Card,47,1,5,6,21,117.75
4078,Trench Coat,108.0,2023-08-31,4.8,Credit Card,44,1,8,3,31,115.24
4091,Camisole,57.0,2023-03-30,1.8,Cash,6,0,3,3,30,117.92
4042,Blouse,137.0,2023-05-02,1.9,Credit Card,3,1,5,1,2,111.32
4108,Kimono,31.0,2023-05-02,2.4,Cash,19,0,5,1,2,379.33
4053,Trench Coat,30.0,2023-05-29,1.6,Cash,44,0,5,0,29,140.33
3979,Umbrella,56.0,2022-12-08,3.1,Credit Card,47,1,12,3,8,111.67
3958,Umbrella,92.0,2023-09-14,2.5,Credit Card,47,1,9,3,14,75.62
4120,Tank Top,85.0,2023-01-29,2.5,Cash,42,0,1,6,29,110.88
4026,Shorts,164.0,2023-04-26,1.7,Credit Card,32,1,4,2,26,98.93
4063,Vest,52.0,2023-07-12,3.5,Cash,48,0,7,2,12,98.41
4001,T-shirt,99.0,2022-11-05,4.0,Credit Card,41,1,11,5,5,258.11
4099,Flip-Flops,196.0,2023-04-08,4.8,Credit Card,11,1,4,5,8,375.12
4075,Socks,100.0,2023-09-04,4.4,Credit Card,36,1,9,0,4,307.26
4102,Poncho,121.0,2023-03-03,4.8,Credit Card,27,1,3,4,3,216.11
3992,T-shirt,24.0,2023-09-22,2.2,Credit Card,41,1,9,4,22,107.63
4004,Belt,103.0,2023-06-24,2.9,Cash,1,0,6,5,24,104.0
4054,Tank Top,183.0,2023-04-10,4.8,Credit Card,42,1,4,0,10,389.5
4082,Raincoat,183.0,2023-07-21,4.7,Credit Card,28,1,7,4,21,124.9
3967,Boots,18.0,2022-10-19,4.8,Cash,4,0,10,2,19,108.39
4106,Wallet,175.0,2022-12-17,1.6,Credit Card,49,1,12,5,17,111.06
4034,Flannel Shirt,108.0,2023-05-21,4.1,Cash,10,0,5,6,21,117.75
4083,Umbrella,18.0,2023-06-02,4.8,Cash,47,0,6,4,2,272.13
4100,Loafers,183.0,2023-09-23,4.1,Credit Card,21,1,9,5,23,118.57
4075,Dress,104.0,2022-12-26,2.6,Credit Card,9,1,12,0,26,307.26
4014,Loafers,29.0,2023-07-24,4.3,Cash,21,0,7,0,24,71.2
3957,Coat,90.0,2022-10-07,2.1,Credit Card,8,1,10,4,7,97.8
3996,Umbrella,73.0,2023-06-23,1.5,Cash,47,0,6,4,23,101.5
4024,Tunic,16.0,2023-03-08,4.8,Cash,46,0,3,2,8,98.21
4033,Flannel Shirt,137.0,2023-03-22,2.8,Cash,10,0,3,2,22,127.31
4120,Gloves,153.0,2022-10-22,4.0,Cash,12,0,10,5,22,110.88
4077,Jacket,190.0,2023-05-22,2.2,Credit Card,16,1,5,0,22,128.89
3988,Swimsuit,166.0,2023-08-30,3.5,Credit Card,40,1,8,2,30,115.53
4030,Blouse,135.0,2023-07-16,3.6,Cash,3,0,7,6,16,112.36
4063,Trench Coat,44.0,2023-04-17,1.5,Credit Card,44,1,4,0,17,98.41
4002,Raincoat,125.0,2022-10-12,2.8,Credit Card,28,1,10,2,12,287.27
4122,Belt,32.0,2023-01-30,4.6,Cash,1,0,1,0,30,105.42
4019,Kimono,91.0,2023-04-06,2.1,Cash,19,0,4,3,6,316.3
3964,Pajamas,191.0,2023-04-30,2.5,Credit Card,24,1,4,6,30,115.93
4027,Swimsuit,86.0,2022-10-19,3.3,Cash,40,0,10,2,19,103.2
4083,Shorts,192.0,2023-03-23,3.8,Cash,32,0,3,3,23,272.13
3974,Trousers,189.0,2022-10-20,4.0,Cash,45,0,10,3,20,237.2
4110,Umbrella,102.0,2023-01-26,1.4,Credit Card,47,1,1,3,26,219.05
4049,Boots,41.0,2023-09-28,3.4,Cash,4,0,9,3,28,93.67
4105,Polo Shirt,45.0,2023-02-05,2.5,Cash,26,0,2,6,5,83.22
4080,Jumpsuit,136.0,2023-05-17,3.7,Cash,18,0,5,2,17,345.67
4068,Cardigan,104.0,2023-05-07,3.6,Credit Card,7,1,5,6,7,95.41
4023,Blazer,151.0,2023-08-01,2.1,Credit Card,2,1,8,1,1,114.76
4078,Cardigan,26.0,2023-02-04,3.0,Credit Card,7,1,2,5,4,115.24
3987,Sandals,193.0,2023-01-18,4.3,Credit Card,30,1,1,2,18,112.31
4052,Scarf,144.0,2022-10-15,1.3,Cash,31,0,10,5,15,112.89
4088,T-shirt,114.0,2023-04-22,4.2,Credit Card,41,1,4,5,22,108.27
4104,Poncho,28.0,2023-06-06,3.0,Credit Card,27,1,6,1,6,123.0
4023,Sunglasses,28.0,2023-05-15,4.1,Credit Card,38,1,5,0,15,114.76
3998,Vest,184.0,2023-09-07,3.2,Cash,48,0,9,3,7,123.71
4105,Scarf,42.0,2023-01-18,2.5,Credit Card,31,1,1,2,18,83.22
3971,Blazer,151.0,2022-10-13,4.7,Credit Card,2,1,10,3,13,101.82
3994,Backpack,56.0,2023-04-27,3.4,Cash,0,0,4,3,27,112.16
4038,Trench Coat,43.0,2023-05-31,4.2,Cash,44,0,5,2,31,90.5
4075,Dress,24.0,2023-09-25,3.3,Credit Card,9,1,9,0,25,307.26
3991,Overalls,142.0,2022-12-02,4.1,Credit Card,23,1,12,4,2,118.5
3970,Sweater,191.0,2023-01-03,4.0,Cash,39,0,1,1,3,119.56
4026,Raincoat,142.0,2023-01-03,4.2,Credit Card,28,1,1,1,3,98.93
4049,T-shirt,30.0,2023-05-05,3.3,Credit Card,41,1,5,4,5,93.67
4064,Flip-Flops,172.0,2023-04-30,4.8,Credit Card,11,1,4,6,30,115.62
4119,Overalls,80.0,2023-06-02,3.5,Cash,23,0,6,4,2,104.38
4031,Skirt,161.0,2022-11-12,1.4,Credit Card,33,1,11,5,12,132.19
4092,T-shirt,49.0,2023-08-12,4.2,Credit Card,41,1,8,5,12,127.43
3976,Camisole,164.0,2023-06-21,4.3,Credit Card,6,1,6,2,21,389.67
4088,Hat,154.0,2023-05-21,4.9,Cash,14,0,5,6,21,108.27
3981,Skirt,157.0,2023-05-10,4.2,Cash,33,0,5,2,10,392.0
4110,Belt,63.0,2023-03-19,4.1,Credit Card,1,1,3,6,19,219.05
3999,Kimono,116.0,2023-01-21,2.3,Cash,19,0,1,5,21,93.65
4096,Socks,17.0,2023-06-16,2.4,Credit Card,36,1,6,4,16,103.38
4039,Hoodie,170.0,2023-03-19,4.4,Credit Card,15,1,3,6,19,109.3
4037,Flannel Shirt,174.0,2023-09-13,2.3,Credit Card,10,1,9,2,13,125.0
4034,Trench Coat,133.0,2023-08-04,4.0,Credit Card,44,1,8,4,4,117.75
4026,Pants,185.0,2022-10-25,1.9,Credit Card,25,1,10,1,25,98.93
4049,Tie,126.0,2023-04-18,1.4,Cash,43,0,4,1,18,93.67
4105,T-shirt,133.0,2023-07-22,2.5,Credit Card,41,1,7,5,22,83.22
4047,Pants,97.0,2023-05-02,3.8,Cash,25,0,5,1,2,113.0
3993,Jumpsuit,90.0,2023-01-14,4.2,Credit Card,18,1,1,5,14,100.45
3960,Wallet,91.0,2023-03-06,4.0,Credit Card,49,1,3,0,6,97.08
3992,Sandals,98.0,2023-09-15,2.3,Credit Card,30,1,9,4,15,107.63
4089,Gloves,43.0,2022-12-27,3.3,Cash,12,0,12,1,27,113.9
4029,Onesie,141.0,2023-09-23,3.8,Credit Card,22,1,9,5,23,84.4
4052,Vest,91.0,2023-06-22,4.0,Cash,48,0,6,3,22,112.89
4081,Swimsuit,41.0,2023-09-22,2.6,Credit Card,40,1,9,4,22,106.95
4062,Blazer,73.0,2023-08-14,1.8,Cash,2,0,8,0,14,85.07
3983,Hat,167.0,2023-04-24,2.1,Credit Card,14,1,4,0,24,96.92
4012,Polo Shirt,50.0,2022-10-14,3.1,Credit Card,26,1,10,4,14,312.0
3996,Sneakers,157.0,2023-03-12,4.7,Credit Card,35,1,3,6,12,101.5
4085,Skirt,58.0,2023-08-24,4.8,Credit Card,33,1,8,3,24,95.08
4013,Bowtie,137.0,2023-03-16,4.5,Cash,5,0,3,3,16,88.93
4005,Wallet,129.0,2022-10-13,3.3,Credit Card,49,1,10,3,13,112.33
4114,Coat,33.0,2023-08-24,2.8,Credit Card,8,1,8,3,24,89.93
4093,Raincoat,71.0,2023-07-21,3.7,Cash,28,0,7,4,21,100.29
4098,Poncho,100.0,2022-12-11,3.0,Cash,27,0,12,6,11,87.07
4063,T-shirt,162.0,2022-12-01,1.9,Credit Card,41,1,12,3,1,98.41
4074,Raincoat,177.0,2023-09-22,1.9,Cash,28,0,9,4,22,99.89
3986,Socks,37.0,2022-11-01,1.1,Credit Card,36,1,11,1,1,328.22
3990,Shorts,77.0,2023-02-13,4.4,Credit Card,32,1,2,0,13,106.69
3961,Socks,113.0,2023-08-29,3.2,Cash,36,0,8,1,29,106.13
4079,Cardigan,112.0,2023-07-16,2.6,Cash,7,0,7,6,16,124.4
4036,Blouse,102.0,2023-09-25,4.6,Cash,3,0,9,0,25,139.45
4049,Vest,28.0,2022-11-10,4.0,Credit Card,48,1,11,3,10,93.67
3992,Tie,125.0,2023-07-08,4.9,Cash,43,0,7,5,8,107.63
4070,Poncho,81.0,2023-04-25,2.1,Cash,27,0,4,1,25,262.78
4109,Trousers,169.0,2023-09-16,4.6,Credit Card,45,1,9,5,16,629.89
4090,Dress,40.0,2023-05-16,2.3,Credit Card,9,1,5,1,16,102.06
4034,Socks,96.0,2023-04-20,2.0,Credit Card,36,1,4,3,20,117.75
3964,Onesie,103.0,2023-01-15,1.5,Cash,22,0,1,6,15,115.93
3987,Wallet,60.0,2023-01-05,4.1,Cash,49,0,1,3,5,112.31
4013,Sneakers,112.0,2022-11-02,2.9,Credit Card,35,1,11,2,2,88.93
3989,Shorts,21.0,2022-11-06,4.2,Credit Card,32,1,11,6,6,100.5
4015,Kimono,131.0,2022-12-24,3.6,Cash,19,0,12,5,24,104.57
4035,Sun Hat,48.0,2023-07-24,4.9,Credit Card,37,1,7,0,24,601.5
3989,Kimono,141.0,2023-09-13,3.3,Credit Card,19,1,9,2,13,100.5
3990,Romper,91.0,2023-06-01,3.0,Cash,29,0,6,3,1,106.69
4065,Leggings,199.0,2023-07-26,3.2,Credit Card,20,1,7,2,26,113.95
3985,Tunic,161.0,2023-07-26,1.2,Cash,46,0,7,2,26,104.89
3976,Tunic,140.0,2022-12-31,4.5,Credit Card,46,1,12,5,31,389.67
3961,Jumpsuit,191.0,2023-06-19,3.7,Cash,18,0,6,0,19,106.13
4067,Trench Coat,104.0,2022-11-12,3.3,Credit Card,44,1,11,5,12,326.4
3967,Camisole,38.0,2023-09-11,3.9,Credit Card,6,1,9,0,11,108.39
4007,Poncho,159.0,2023-07-19,3.0,Cash,27,0,7,2,19,106.5
3984,Pajamas,195.0,2023-07-03,4.8,Cash,24,0,7,0,3,451.93
3965,Blouse,171.0,2022-12-22,1.9,Cash,3,0,12,3,22,103.73
4108,Skirt,177.0,2022-12-02,2.3,Cash,33,0,12,4,2,379.33
3972,Jeans,158.0,2023-07-16,4.5,Cash,17,0,7,6,16,274.33
4077,Blouse,194.0,2022-12-19,1.6,Credit Card,3,1,12,0,19,128.89
4021,Raincoat,144.0,2023-09-26,1.0,Cash,28,0,9,1,26,102.08
3968,Trench Coat,168.0,2023-03-16,3.8,Cash,44,0,3,3,16,97.95
3973,T-shirt,107.0,2023-01-14,1.5,Credit Card,41,1,1,5,14,206.25
3959,Umbrella,18.0,2023-05-27,3.9,Credit Card,47,1,5,5,27,107.29
3981,Boots,189.0,2022-11-17,2.0,Credit Card,4,1,11,3,17,392.0
4009,Trousers,48.0,2023-07-02,3.0,Credit Card,45,1,7,6,2,75.8
4107,Belt,62.0,2023-05-06,1.4,Credit Card,1,1,5,5,6,118.41
4008,Loafers,166.0,2023-03-08,3.3,Credit Card,21,1,3,2,8,98.45
4004,Poncho,198.0,2023-08-10,2.5,Cash,27,0,8,3,10,104.0
4046,T-shirt,190.0,2023-02-13,3.8,Cash,41,0,2,0,13,116.0
3994,Cardigan,132.0,2023-07-29,3.8,Credit Card,7,1,7,5,29,112.16
4028,Cardigan,90.0,2023-02-28,3.0,Credit Card,7,1,2,1,28,80.44
4105,Kimono,127.0,2022-12-21,2.6,Credit Card,19,1,12,2,21,83.22
4046,Hoodie,97.0,2022-10-17,4.9,Cash,15,0,10,0,17,116.0
4047,Tunic,183.0,2023-01-15,2.4,Cash,46,0,1,6,15,113.0
3998,Belt,194.0,2023-09-23,3.1,Credit Card,1,1,9,5,23,123.71
4113,Flip-Flops,133.0,2023-07-03,4.9,Credit Card,11,1,7,0,3,119.31
4086,Camisole,152.0,2023-09-07,1.7,Credit Card,6,1,9,3,7,102.83
4102,Trench Coat,86.0,2023-01-30,3.1,Cash,44,0,1,0,30,216.11
3982,Boots,190.0,2023-09-12,1.1,Cash,4,0,9,1,12,137.67
4105,Sneakers,132.0,2023-01-31,3.3,Credit Card,35,1,1,1,31,83.22
3960,Jumpsuit,194.0,2023-03-18,4.8,Cash,18,0,3,5,18,97.08
4092,Shorts,41.0,2023-03-05,3.5,Credit Card,32,1,3,6,5,127.43
4012,Sandals,149.0,2023-09-18,1.9,Credit Card,30,1,9,0,18,312.0
4006,Tank Top,111.0,2023-08-25,4.5,Credit Card,42,1,8,4,25,99.22
4029,Boots,47.0,2023-08-05,3.4,Credit Card,4,1,8,5,5,84.4
4000,Wallet,83.0,2023-09-21,4.6,Cash,49,0,9,3,21,83.94
4094,Belt,30.0,2022-10-11,4.5,Cash,1,0,10,1,11,111.13
3958,Socks,123.0,2022-11-28,1.6,Cash,36,0,11,0,28,75.62
3982,Onesie,132.0,2023-02-23,1.1,Cash,22,0,2,3,23,137.67
4086,Skirt,153.0,2023-07-18,4.8,Credit Card,33,1,7,1,18,102.83
4078,Tank Top,45.0,2023-08-10,4.2,Credit Card,42,1,8,3,10,115.24
4107,Trench Coat,71.0,2023-05-20,1.7,Cash,44,0,5,5,20,118.41
4004,Flip-Flops,181.0,2022-10-15,4.6,Credit Card,11,1,10,5,15,104.0
4069,Hat,67.0,2023-04-14,3.4,Cash,14,0,4,4,14,68.14
3984,Socks,23.0,2023-08-04,4.7,Credit Card,36,1,8,4,4,451.93
4047,Handbag,130.0,2022-11-03,2.6,Credit Card,13,1,11,3,3,113.0
4065,Pants,11.0,2023-03-25,2.4,Credit Card,25,1,3,5,25,113.95
4011,Gloves,50.0,2023-07-04,2.0,Credit Card,12,1,7,1,4,94.75
4088,Shorts,131.0,2023-05-14,1.8,Cash,32,0,5,6,14,108.27
4015,Blouse,61.0,2023-01-07,2.4,Credit Card,3,1,1,5,7,104.57
4061,Vest,83.0,2022-10-03,4.7,Cash,48,0,10,0,3,81.67
3985,Dress,175.0,2023-04-08,4.6,Credit Card,9,1,4,5,8,104.89
4076,Pants,146.0,2023-06-30,3.7,Credit Card,25,1,6,4,30,80.7
3985,Belt,19.0,2022-12-24,3.1,Cash,1,0,12,5,24,104.89
4090,Jeans,54.0,2023-02-18,3.1,Cash,17,0,2,5,18,102.06
3991,Flip-Flops,55.0,2023-01-28,3.2,Cash,11,0,1,5,28,118.5
4083,Socks,19.0,2023-07-16,2.3,Credit Card,36,1,7,6,16,272.13
4049,Hoodie,111.0,2023-06-21,1.8,Cash,15,0,6,2,21,93.67
4030,Sweater,57.0,2023-02-21,2.7,Cash,39,0,2,1,21,112.36
4099,Pajamas,84.0,2023-09-04,1.3,Cash,24,0,9,0,4,375.12
3978,Flannel Shirt,164.0,2022-10-29,3.2,Cash,10,0,10,5,29,130.17
4083,Tank Top,82.0,2022-12-16,4.1,Cash,42,0,12,4,16,272.13
3986,Handbag,174.0,2023-09-22,3.8,Credit Card,13,1,9,4,22,328.22
4055,Gloves,136.0,2023-09-14,1.2,Credit Card,12,1,9,3,14,315.0
4029,Gloves,44.0,2022-11-09,2.2,Credit Card,12,1,11,2,9,84.4
4073,Trousers,129.0,2023-05-28,4.6,Cash,45,0,5,6,28,110.26
4110,Belt,38.0,2023-07-04,3.6,Credit Card,1,1,7,1,4,219.05
4036,Onesie,197.0,2022-11-28,3.1,Cash,22,0,11,0,28,139.45
4014,Trench Coat,13.0,2023-05-31,1.8,Credit Card,44,1,5,2,31,71.2
4098,Belt,85.0,2023-06-16,1.2,Credit Card,1,1,6,4,16,87.07
4061,Backpack,59.0,2022-10-04,4.5,Cash,0,0,10,1,4,81.67
4066,Blazer,113.0,2023-08-22,2.5,Cash,2,0,8,1,22,107.6
4005,Shorts,141.0,2023-04-12,4.6,Cash,32,0,4,2,12,112.33
4078,Swimsuit,57.0,2023-02-17,4.6,Credit Card,40,1,2,4,17,115.24
4051,Sneakers,132.0,2023-09-06,1.3,Cash,35,0,9,2,6,101.75
4002,Raincoat,73.0,2023-01-23,1.8,Credit Card,28,1,1,0,23,287.27
4082,Tie,124.0,2022-11-29,1.8,Cash,43,0,11,1,29,124.9
3983,Boots,94.0,2023-03-26,4.7,Cash,4,0,3,6,26,96.92
4069,Sweater,76.0,2023-06-29,4.3,Credit Card,39,1,6,3,29,68.14
4090,Hat,187.0,2023-07-25,4.9,Credit Card,14,1,7,1,25,102.06
3978,Dress,180.0,2022-10-28,4.3,Cash,9,0,10,4,28,130.17
4058,Wallet,190.0,2023-08-31,2.0,Credit Card,49,1,8,3,31,94.6
4059,Poncho,186.0,2023-02-08,4.5,Cash,27,0,2,2,8,97.87
3983,Scarf,85.0,2023-09-03,3.5,Cash,31,0,9,6,3,96.92
4000,Cardigan,66.0,2022-12-13,4.5,Credit Card,7,1,12,1,13,83.94
3973,Onesie,44.0,2023-09-01,2.1,Credit Card,22,1,9,4,1,206.25
4050,Sneakers,126.0,2023-06-20,2.7,Credit Card,35,1,6,1,20,101.67
4007,Loafers,165.0,2022-11-18,2.1,Cash,21,0,11,4,18,106.5
4043,Skirt,189.0,2023-03-19,4.3,Credit Card,33,1,3,6,19,126.6
4008,Belt,130.0,2022-10-02,3.4,Credit Card,1,1,10,6,2,98.45
4109,Hat,180.0,2023-01-12,2.6,Credit Card,14,1,1,3,12,629.89
4060,Sandals,73.0,2023-05-19,2.8,Credit Card,30,1,5,4,19,296.06
3988,Kimono,162.0,2022-10-25,1.9,Cash,19,0,10,1,25,115.53
4016,Swimsuit,30.0,2022-11-29,1.5,Credit Card,40,1,11,1,29,85.77
4065,Trousers,145.0,2023-06-02,3.0,Credit Card,45,1,6,4,2,113.95
4084,Blazer,29.0,2022-10-29,2.3,Credit Card,2,1,10,5,29,105.1
4028,Shorts,38.0,2023-08-04,2.0,Cash,32,0,8,4,4,80.44
4108,Wallet,139.0,2023-05-01,3.1,Cash,49,0,5,0,1,379.33
4026,T-shirt,147.0,2023-08-20,3.3,Cash,41,0,8,6,20,98.93
4059,Sun Hat,143.0,2022-10-23,4.5,Credit Card,37,1,10,6,23,97.87
4048,Jumpsuit,184.0,2023-05-18,3.2,Cash,18,0,5,3,18,113.87
4078,Blouse,159.0,2022-10-26,1.5,Credit Card,3,1,10,2,26,115.24
4111,Trousers,140.0,2023-01-14,2.9,Credit Card,45,1,1,5,14,106.41
4060,Swimsuit,24.0,2022-10-17,1.9,Credit Card,40,1,10,0,17,296.06
4081,Poncho,141.0,2023-06-21,1.7,Cash,27,0,6,2,21,106.95
4087,Swimsuit,154.0,2023-08-20,4.2,Cash,40,0,8,6,20,114.33
3994,Jumpsuit,88.0,2022-10-18,1.6,Credit Card,18,1,10,1,18,112.16
4073,Slippers,111.0,2023-06-24,1.2,Credit Card,34,1,6,5,24,110.26
3984,Flannel Shirt,10.0,2023-08-25,4.1,Credit Card,10,1,8,4,25,451.93
3988,Loafers,158.0,2022-11-04,1.8,Credit Card,21,1,11,4,4,115.53
4082,Boots,189.0,2022-12-22,2.4,Cash,4,0,12,3,22,124.9
4016,Sneakers,27.0,2022-12-17,1.8,Cash,35,0,12,5,17,85.77
4117,Scarf,130.0,2023-06-29,2.6,Cash,31,0,6,3,29,103.58
3982,Hoodie,196.0,2023-05-02,1.8,Cash,15,0,5,1,2,137.67
3970,Skirt,117.0,2023-07-10,2.8,Credit Card,33,1,7,0,10,119.56
3974,Blouse,107.0,2022-12-30,1.3,Credit Card,3,1,12,4,30,237.2
4084,Handbag,106.0,2023-08-31,3.1,Cash,13,0,8,3,31,105.1
3963,Poncho,184.0,2023-03-02,1.6,Credit Card,27,1,3,3,2,108.08
4002,Loafers,148.0,2023-03-04,1.2,Credit Card,21,1,3,5,4,287.27
4111,Dress,40.0,2023-03-18,3.5,Cash,9,0,3,5,18,106.41
